,userName,content,score,at
2406,Panji Martiandaru,"Good apps if you're looking for a ride. I also use the electronic wallet lots of time, since it can be integrated with Google play.",5,6/27/2020 14:38
2407,The Count,"Apps is buggy. I'm already in the car and on my way, the driver couldn't ""pick"" me up to proceed, ended up to pay cash. No immediate help or assistance available. All time worst app.",1,2/2/2021 6:57
2408,Adeline Chan,Fare badly managed. Changed fare without REASON n notification even after confirmation. Disappointed n upset...bad experience with fare charges. Also feedback submission is NOT working well. Cannot submit...terrible experience also.,3,5/22/2023 8:37
2409,Alessandro Wanagiri,"Didn't receive login code but get 30 minutes login limit, that was really stupid idea, giving more trouble than help. Also what's with the email verification if there's no email login? Stupid app",1,12/3/2021 22:49
2410,Alvin Cheong Cydis,"Don't buy the subscription packages. It's a scam or a glitch. Tried booking with the subscription voucher, no driver. When I unapply the promo, I got a driver.",1,1/7/2022 12:33
2411,A Google user,Something is terribly wrong with your app. My destination is only 16km away but your app tells me cannot calculate price due to distance more than 100km!! What did you do to it?,1,1/13/2020 0:20
2412,Anthony Sjiarif,"Before mandated vaccine to mall area, gofood has been great, BUT after the mandated vaccine into malls, EXTREMELY hard to get a driver that has been vaccinated. I had to call CS 3-4 times to cancel the order and reorder because the driver has not been vaccinated. I do not wish to have a contact with the driver at all. You should only give orders that will be delivered to malls to vaccinated drivers ONLY.",2,8/16/2021 4:42
2413,Tepan Yakin,"App keeps getting me a driver that as kilometers away and always asked for cancelling, and it happens almost everytime. Hope it will be fixed soon because, i had no problem before.",1,4/13/2021 10:36
2414,Stanley the jR,You can do anything with the help of any driver. The GPS in this app is not good though. Contacts of drivers was kept in my phone.,3,6/6/2022 4:55
2415,Jordan Lee,"Was good until you literally shut down my complains after 2 minutes of typing when i literally said it will take a few minutes. Not to mention i already did sent my text, after 15 seconds you still decided to close it.",3,10/17/2022 12:30
2416,Silvia Marina,"App is allright, as long as you don't need any assistance or make any mistake in ordering. If you do, you don't have much option to change anything to your order or cancel it",3,6/19/2021 5:30
2417,Aldy Rezki Salim,"i really love using the apps,but its getting more and more greedy after a while, and now gofood has a platform fee charge for every order. i guess its time to uninstall this app.",1,5/25/2021 3:09
2418,Every Holycrap (Lightbulb),"when I try to upgrade gopay premium and taking pic of my e-ktp, the app suddenly stop with ""unfortunately go jek stop"". What happen? My phone is asus 2016 android 6.0.1. Please fix this dude.... And one other more: this app too much eat memory. Please create GoJek Lite with minimum feature. What I need is only GoRide and GoPay",3,2/19/2021 16:47
2419,- KMT -,"Good Apps, but too many disrespectful Drivers, i order food, and the driver make me wait for more than a hour, i call & chat the driver, no answer and uncontactable, after 1 hour and a half, finally the driver changed. it happen so many times already.",2,10/25/2021 18:49
2420,Andi Alam,"Now even worse, i cant open the app, try to reinstall but no progress whatsoever. Still have money in the wallet yet dont know how to withdraw due to the app is not even able to start!",1,5/8/2020 11:41
2421,Diana Nur Fathimah,Driver doesn't move. I tried twice but still the same thing happened. Moreover Gojek always lead drivers to wrong routes (the route that doesn't exist). Pls improve and don't delete my comment this time.,2,3/2/2022 11:19
2422,Funny Widjaja,"This apps keep asking for set pin, but the process never works. Never received OTP code, they should've make an option for us either to set pin or not.. or send to phone number or email",1,9/16/2020 0:03
2423,Martin Hartono,They have problem in their computer system. Giving tip only once but deducted twice. And their customer service don't bother at all.,1,5/26/2023 12:10
2424,Yusril,"""Something went wrong"" error...., never been solved ITS BEEN A MONTH!!!. Stop asking about my Internet Connection, I opening GRAB just fine, the problem is in On my account, my region, or the app and server.",1,10/22/2021 9:17
2425,Achmad Anshory R (ADRY),"Disappointed for Platform Fee after i got my ""Juragan"" level. I thought i will get more discount after, sadly i got the opposite. Also they increase my paylater limit and of course with the higher monthly fee too.",2,5/31/2021 11:03
2426,Reni Apriani,"Just find the promo is so ridiculous, customers can not choose the promo they want to use and instead the system chooses it for us which most of the time give us less discount. Better to use other apps 😅",2,5/29/2022 6:29
2427,K.Amin (Armean),"Recently, the fare is like 10 - 20 cents cheaper than Grab. It used to be a dollar or two 🙁 Still not so bad. Good for the drivers too coz 99% are Singaporean. Unfortunately in Singapore, the good jobs are priority given to the foreigners.",4,6/9/2021 0:10
2428,Abdul Muhaimin,"Most useless app ever. And no, do not give me the reply to go to your app to seek ""help"" because i have been doing that and all i get is the same reply. You can't even fix a simple issue and customers have to suffer. You've already cheated me of my money. Therefore I'm never gonna use this app again.",1,4/25/2022 22:19
2429,James B,"Can't use app, set gopay pin comes up every time, but I never ever use gopay. It's still doing this after months. I have never used gopay in my life but as soon as I start gojek, it ask me to set pin, and I cannot cancel This is serious! The app is totally unuseable",1,3/2/2021 3:27
2430,LIN SHEN,"not accurate pick up time, show 2 minutes more, but after 7 minutes, still 2 minutes more, pickup location also not correct, need to run to the location to meet driver, been charged with the $3 waiting fee.",1,3/9/2023 1:41
2431,Natalia Santoso,"After I changed my phone number, my account didn't get any more promos.. This account is no longer useful because there are no promos at all.. It's better not to change the phone number but create a new account.. 👎👎👎👎👎 ￼",1,11/23/2021 7:02
2432,A Google user,"4 times in a row got gofood driver so far away from the resto, driver keep ask to cancel. I'm not blaming the driver but aint no way no nearest driver within resto area, the algorithm for choosing the nearest available driver is sheet 😤",1,3/7/2020 13:16
2433,Nuraini Ar,"Using this apps since 2015, and it improves a lots, of course, currently when we want to order gofood, they charged us 4k idr for platform fee, so i BELIEVE this amount will be used for app improvement right? 😁 this app offering good deal as well, hopefully this ""karya anak bangsa"" keep going to run the world 😁",5,2/28/2022 5:18
2434,oon james,"Getting from bad to worst, accept the offer never show up. GPS keep showing the driver at the same point. All the best to you drivers.",1,11/1/2020 9:48
2435,Harijanto Harijanto,"Please Help, I cannot link Gopay to Tokopedia account, i cannot verify email, and so this app keeps my money unspend. The app seem too complicated and kind of trapping novise user without any decent customer support . Worst complicated wanna-called-super app.",1,10/28/2022 2:34
2436,PI,"Location pin always incorrect and often time far away from the real location. Thus, when you didnt pay attention, it caused a lot of problems. Please work on this.",3,8/8/2021 3:59
2437,shafa eliza,"The promo is quite a lot, but I can't cancel the wrong order, even though I accidentally pressed it during lag, then when I complain it can't be canceled",2,6/7/2022 8:43
2438,Squall Leon,"Please give validation question before order!!!!!! The apps is so slow when klik to check the payment, suddently the order is send and cannot be cancel very silly",1,3/28/2021 4:49
2439,Tika Antika,"This app never really working on me, everytime I'm hungry and tried order in gofood, its always said that the restaurant is closed, like literally all the restaurant that I click, when I call the restaurant they say that they open",1,2/19/2022 13:23
2440,Dipa Mochammad,"I cannot register to Gopay+ service with the registered ID issue, the issue can't handled well by CS And the problem stil occur, and about the feature why did gojek doesn't have a free call by data plan instead a regular call !??",1,9/26/2021 11:42
2441,A Google user,"The apps is getting bigger, takes too long to open and I keep getting error message whenever I try to reinstall it.",1,2/12/2020 10:29
2442,darklajid,"Questionable. The UX is a joke and absolutely terrible, the whole ride ahare service is so-so. I wouldn't recommend it and would rather go with tada or comfort delgro",2,5/3/2022 19:46
2443,Arion Sudibyo (Ar10n),"The app is good and convenient, but the app has problems in finding my location and the adress, and i can't track my driver to pick me up.",3,4/6/2023 8:59
2444,A Google user,"Can't register, I fill in my information correctly but I can't get further than that page. I get a notification that I seem to be offline, my Internet is working just fine as the wifi from other places too",1,3/8/2020 5:37
2445,Rachmat Kosasih,"Specifically in go food: order being cancelled multiple times no resolution (this one is op side), app not showing the history of order (this is app design). I missed uber.",1,7/21/2021 2:57
2446,Hanny Hart,"The application is running well and clearly informative, user friendly yet very responsive at the back-end system. Now i had all option for payment method and for sure istill choose Indonesian platform for today.",5,5/13/2021 17:10
2447,rischatwt,"""For you account security, We've disabled the pinning feature"", this is too annoying and reason why I cannot change my pin, even I contacted the Customer Service, the answer is always sorry and sorry, I hope this feature will be fixed",2,9/21/2020 13:47
2448,grant skaggs,"I'm not happy with your app.,,There are small details you need to work out.One is,when you enter your location & destination,it's backwards,The green arrow should be where you're going & the orange dot should be where your at.Thats one thing needs fixed",3,1/4/2023 9:08
2449,Vallerie Redyna,Please fix the bug. I have to reinstall it for about five times because the main page takes a very long time to load even if my connection is stable,2,10/25/2021 9:01
2450,Irene Constantia,Super bad experience. Gojek blocked my account. I couldn't use it anymore. I contact the cust service and didn't help at all. They said there are too many suspicious activities so they blocked gojek from my phone.,1,8/10/2020 17:52
2451,Desmond Tan,App had issues so I reinstalled. Then I can't login after reinstalling. It has been months of trying. I'm uninstalling permanently.,1,11/26/2022 9:57
2452,Rizki Aliffiyyanto,"I have issues with location, I think i already turn on GPS and allowed that application to access my location.. But always when i tried to use GO-FOOD the apps just say ""enable your location"" Can u help me? I'm hungry",3,1/27/2021 6:19
2453,rahayu Lily,"When opening this application, you really have to do it with great patience, not being connected even though the signal and quota are still and good.. It really disappointed me",1,2/7/2021 11:18
2454,Ivan I,"Strange... After getting the Anak Sultan status (even doubling the XP needed), I never get any discount anymore. Even if the banner says 35% disc or 110rb disc, all the prices are regular for me. Uninstalled.",2,3/14/2022 3:46
2455,Chien-Chih Tseng (Alan),"Based on my driver feedback, he said GO JEK can set any place as pick point, so if you just set a taxi stand as pick up point then the driver won't pick you up and park the car at somewhere else",1,2/9/2022 4:33
2456,Muhammad Syidiq,"Need more improvement on the program, so never ever again happend double order, because it making problem for the driver and the customer.",1,9/10/2020 12:51
2457,Diva Anjarsari,"app always hanging and takes many time to start. the maps always point the wrong way, for this please fix your maps setting",2,8/27/2021 9:51
2458,Exerr Training (EXERR),"They said last day to withdraw money before close is today but the OTP doesn't work since yesterday. What a clever way, very easy to deposit but when you want to go you make it hard to withdraw. Just wow ..",1,4/26/2022 3:52
2459,jigle puff,"App is not as slow but service was very bad, wait for 30min for gofood ticket to be solved as driver did not pickup call or answer message. Cant contact driver or gojek support. Better use the other food/service app.",1,12/7/2021 9:02
2460,William Saravana,I'm just irritated with this app. Gojek auto book my ride. Which I didn't book. I couldn't find any option to email and verify this problem. For nothing I have to pay cancellation fee,1,8/28/2020 10:47
2461,null -,"This app get worse and worse every update, error is not properly mentioned to the user (both consumer and driver), price keep getting higher yet driver is still not getting paid accordingly, promo now only benefitting new users, while it's not necessarily a bad thing I think you should still pleases your old users, you should know that people is not leaving because you basically dominating this market if this goes on you'll definitely gonna fall as soon competitors grow to your level.",2,11/30/2022 0:14
2462,Yok Leng CHAN,"Cancelled order twice, not friendly when one is pressed for time. Frustrating experience. It seems Gojek has the tendency to cancel order as they wish.",2,12/7/2022 5:45
2463,jiun farn toh,"cannot login via sms. i am using galaxy s21 ultra and currently in thailand. when i try to login using sms, it says cannot pinpoint my location correctly and when i select thailand. it just stuck there. please fix the issue.",2,5/18/2021 8:22
2464,inActionOfSharing AL,"I found out that if i used promo for a reward from the loyalty, i will be assigned with driver too far away. The loyalty should make better user experience not the opposite.",1,11/9/2021 1:33
2465,Dias Permatasari,"Cant open on going order so i cant check where my order is. The apps always keep stopping suddenly, bad service. I'll change my review after the apps is fixed",1,11/2/2021 12:31
2466,Seth Williams,"IT WON'T LET ME DELETE MY ACCOUNT, and I have continually gotten TONS of SPAM EMAILS ALL DAY! (3-7 EVERY SINGLE EFFING DAY!) I have attempted to reach out to the customer service, and the reply I got said nothing about how to delete my account, it only explained how to update my email. TOTAL waste of my time.",1,5/2/2020 3:34
2467,Tio Angie P. Samosir,"Have trouble to login because my previous device was lost. But Gojek's team is not responsive, both by email and phone. My account can not be used until now. Bad experience",1,5/24/2021 0:45
2468,Baskara Eurgava,"Your server often went error to the point of being unable to remember transaction history and calculating final price, preventing me to request delivery or use any service at all. Fix it asap.",3,2/8/2022 12:50
2469,ernamr rachaman,"Since the recent update, I cant connect to internet with my Gojek app. I can connect it with the older version. I keep downgrade my Gojek app but the auto update make me frustrated. Please fix the bug in the newest version Edit: I will update my review when the bug is fix",1,12/17/2020 10:43
2470,Jans Hendry,Idiot app. What kind of app that let costumer to wait for 2 hours for food while starving just because the restaurant has registered as gobis super? And costumer cannot cancel the order? Illogical app!,1,11/29/2020 12:38
2471,Yan Tang,Hopeless with their customer care. No one reply to the ticket raised and call center no is useless as it direct back to the app even for accident relate matters. Please avoid using them.,1,7/25/2022 23:43
2472,Yulia Lekina,"If you are late even for a minute, the trip is just cancelled. Why can't it be charged more for waiting extra few minutes? As a result one has to wait 10 more minutes for a new car.",3,1/27/2022 2:06
2473,A Google user,"Crash, Crash, and Crash!!! Force close, can't open the maps, bug on the chat, and there are countless bugs in this stupid app And I bet they never fixed these bugs",1,4/26/2020 11:05
2474,kaarthick subramanian,You need to improve your map pick up locations. Definitely app has improved compared to earlier versions.,4,8/18/2022 3:15
2475,N D,App has little functionalities for Vietnam users. Only able to order food. No wishlist menu (you can wishlist items only to realise later that there's no place to find those wishlisted stuff).,3,8/29/2020 2:44
2476,Jihan Mumtaz Sasmita,My maps when tracking the driver on its way always going to freeze when they get to near the drop off location. And this problem also occur on my other platform,2,8/1/2021 6:27
2477,Sandy Shore,Can't even register into the app. There's no button to agree to terms and privacy stuff. Please make the UI more user friendly,1,2/26/2023 0:27
2478,Deny Setyawan,"There is warning about turn on my location service, but my location services always tur on, try in Grab application there are no location services issue, don't know why this problem often appear in Gojek app..",2,7/25/2020 20:20
2479,CC Giriraju,"Nice app, need some improvement in making prices uniform. I believe in taxi prices staying constant whether in demand or not (constant prices for peak / off peak hours, rain or no rain)",5,7/17/2021 12:50
2480,Adlayy,"support tickets are basically useless, I've made a support ticket because I can't redeem my promo code that I've bought from an online shopping app, after a week the promo hasn't been injected yet that I've made another support ticket, still nothing changes",3,8/15/2021 4:00
2481,Deanna Chua,"It lags, and sometimes the app doesn't even work till I have to actually delete the app and reinstall the app. Its annoying and inconvenient",2,4/28/2020 16:27
2482,Fitrian Noor,The app was helpful. Easy to use was here. Cool and simple are useful. picked up to the point is 100% accurately.,5,2/26/2023 22:52
2483,Guntur Jayawardhana,Worst app I don't get go ride when being a Maghrib. In my area they have gojek. But they don't want pick me. And every time I cancel because I don't get it driver. The cost more and more expensive.,1,4/18/2023 10:28
2484,Jan Mahler,"I never get an SMS, so I've got no way to sign in. This has been a persistent issue. Luckily, Gojek instead sent me a message via WhatsApp and everything is good.",4,12/8/2022 6:00
2485,Danny CLH,1st driver cancelled out on me n clearly can see from App that he just drop of a passenger n 3 mins from my location. What a let down! But luckily saved by the 2nd Driver. Very polite n friendly.,4,2/3/2022 15:29
2486,Ann Leong,"Not as user friendly as there's limited space to put certain names of places: ""orthopedic sports & joint centre"", find myself having to use ortho S & J centre; decided not to try this as there are several one star reviews",1,4/4/2023 11:16
2487,Ananda Ramawijaya,"Your service is getting out of hand since Nadiem left i presume... I was in a hurry and the driver didn't pick me up for like an hour and there was no confirmation at all from the driver. So i canceled it. Pls, your service is might be somebody's last hope.. and you might be deciding somebody's life. Hope this one star review could prevent such thing.",1,5/23/2022 16:54
2488,‫مشرفة منيرة (‪Warrior‬‏)‬‎,"No star deserved. Your app kept giving me far drivers who even called me to cancel,some even cancelled after ibwaited for long,and yet,my account is the one suspended wow. Props for you guys. Now we need a ride yet difficult to get. Tehn complain no passengers. Serious messed up system. Just because need a star to post.but again. No star deserved.",1,11/22/2021 8:01
2489,Peter Chua,"Location for puck up is regukarly not accurate. Sometimes, the time of pick up is also not accurate. Needs to be improved overall.",1,10/3/2022 5:39
2490,A Google user,"Cant upgrade my account, even though ive already tried for like 7 times consecutively. Said that my selfie arent the same with my id card which is apparently weird. Not gonna take this down before u provide me with some help, thanks",1,2/11/2020 12:46
2491,Nital,"Is this how you treat regulars? Not a single promo on sight. Not only food, but rides as well, i might as well switch to your conpetitor. Fix how you treat us before changing anything drastic",1,2/26/2023 5:18
2492,A Google user,"What a nice application to easily goes anywhere if we're not having any motorcycle or wanting to go on a group ride, we can use gocar and an enjoyable ride is a must, so i think gojek is providing us lots of comfortable situation during the ride. And i love gofood! I think that's enough.",5,1/6/2020 12:38
2493,A Google user,"Suddenly stop working, cannot connect the network, I reinstall it and then cannot login. I use my friend phone to log in and i worked! I use K20 pro. Please fix this! There must be bug regarding some phone including mine.",1,3/21/2020 10:36
2494,A Google user,"I think it's really annoying, you know, in order to find a driver when you order poorly, it always gets so far away when you're close. This really sucks",1,3/4/2020 5:55
2495,Eugene Wu,"Its good that this app has a lot of discount, but with the service fee or the platform fee increasing, the price is just the same with or without (if there were no service or platform fee) the discount",1,7/8/2022 7:15
2496,Saraswati Sandra,"Again! The problem repeated! Orderan sdh diambil, saya chat tdk balas, centang 1, tp di map bergerak, dan setelah saya tunggu lama BOOM DI CANCEL oleh driver. I was going to work, do you know what it cost me? You said you're gonna fix this before, but it's still here. Againn, If this is your system, fix it. If it's the driver, educate them. Please!",2,5/25/2021 2:18
2497,Setiawan Joko,"I have activated gopay plus. My name on app is the same with the name on my bank account and citizen id, but when i topup my gopay through ATMs, my name showed differently. I have sent an email to the developer, but after waiting for more than 2-3 months, there's still no answer.",1,6/4/2020 4:55
2498,Fauzi Murtadho,"Nice update so I still can see my chat with the last driver. But please rollback the theme. Too much white, looks like lazy, I still love the design of gofood previous pages.",4,10/26/2020 23:33
2499,Nada Salsabila,"Couldn't change my profile name, always get an error pop up message. What's wrong with changing profile name? Sucks. I'm a loyal user but now very disappointed.",2,7/15/2020 10:52
2500,A Google user,"Getting worse after the update, because when I wanted to order my usual food merchant the app said the merchant is too far. Come on man I've ordered the food with this app for years.",4,1/4/2020 14:07
2501,A Google user,"Rides always get cancelled. Cancellation always happen after you waited for the car to almost arrive, then u have to spend another 5-10 mins again waiting for another car which may be cancelled eventually.",1,2/4/2020 0:27
2502,Dealviano Gordon,"Drivers issue, sometime drivers didnt respond if they want to take the order or not. Gojek must provide better services about this. I'm as customer waiting longer than ussual because waiting the reporting system to change my driver. Please improve the driver services and make easier option to change drivers when they are no response.",3,12/27/2021 14:36
2503,Farid Andika,"too much other fee in go food, i expected only 1-2k idr you can take per order as the earlier gojek application, now it's upto 9k idr per order, even if you make it include to packages and parking fee for driver i think it's still expensive and better make it separate.",3,7/30/2022 0:32
2504,Shandy lynn,"Smooth order no hiccups, courteous and good communication. Simple platform, to the point, easy to navigate.",5,7/1/2021 10:53
2505,Raka Prariga,"I can't install the new update. So I re-installed the app, and it works. Now I can't login with my registered phone number! What's wrong with this app?! Sorry, I just can give this app 1 star.",1,4/29/2020 10:22
2506,Fetriesna Irmayanti,Very disappointing! How could I still allowed to to up my balance but customer care finally said that my account is unactivated! I lost my balance and I top up tor useless! Very irresponsible app!!!!,1,2/14/2021 23:01
2507,Anggie Juli Asih,Can't cancel my go food order due to wrong address. So I must still pay the order anyway. Also hard to find call center number. Not customer friendly. Really disappointing.,1,9/26/2021 6:39
2508,Galang Chevy,"The gofood wont allow me to cancel my order, even i just want to cancel immediately not even a minute after my order because i accidentally click the order button ! This is really a downgrade from the past version of gojek !",1,1/17/2021 8:57
2509,heru subiyantoro,"The new apps is more better now in my gadget. UI not oriented to user friendly. I know tah dev want to get more feature n control, but i dont have idea for good to this UI.",5,3/31/2023 22:03
2510,Boas Siahaan,"My order is on going and suddenly the apps keep asking me to make a pin number. I have requested otp for several times and it never come. Now, I don't know my order status because the app keep forcing me to make a new pin number.",1,10/5/2020 4:47
2511,Angel Zoom,"Terrible, terrible, terrible driver system! Awful and bad realization. No queue or similar system. If no driver right now here (even if resto confirm and your food is ready) - you will suck. Need to order again and wait all the time. Now is 18pm and no drivers LOL, and it blocking my order. Go feed yourself! This is very stupid part of app. You should remake it, because this is dumb and dull.",2,6/12/2022 10:58
2512,Alexander Jordan,"This app is overall great and helpful. However, the BPJS Kesehatan notification in GoTagihan keeps showing up even after I paid the bill. Can you please fix the issue?",4,12/31/2022 5:24
2513,Fanres9,"Thanks to blurry camera i can't register gopay, they doesn't even set it properly so the camera flash can be turned off. I get refused gopay upgrade despite having been top up for rp 300.000 and i unable to transfer any money since. What the heck",1,3/12/2021 11:36
2514,kenny alder,Latest update no longer has the option to ask for items that the restaurant has not included on their gofood menu. Fix this please. Lots of restaurants have missing items that I can no longer order manually via gofood.,3,12/3/2020 23:30
2515,Nur Fitriyana,"To Gojek Indonesia This morning when open Gojek I got notification to update for apps. Afrer update it, it can not be used/when open the apps its closed/exit directly. Already reinstall many times, but still same for the trouble. Now Gojek can not be use in Iphone 6 anymore? Regards, Fitri",3,11/1/2022 10:25
2516,Harumingga O,"i found difficult to login my account. i can't receive my otp. sadly, the only way to login account is just by click on link which has been send to our phone number. i hope gojek would add a new way to login account instead by sms (maybe phone call)",1,3/2/2021 11:17
2517,Bryan Valando,"It's pretty good. The inly problem I have is that whenever I order GoFood, it picks a driver that is quite far away. Other than that, it's pretty handy.",4,8/21/2021 17:24
2518,Hilang Jiwa,"1. Can't apply the voucher. Click use voucher, proceed to choose menu then click order - voucher disappeared. USELESS! Baemin is very easy. This is complicated.",2,9/2/2020 23:59
2519,Esneri Venter,"Fast, effective and reliable also has really good deals. Not the most user friendly for those who can't read Vietnamese.",4,5/12/2021 15:23
2520,Big Ramm,"Been 2 years since the last time I had difficulty in finding driver and still happens. Gojek, you need to do something regarding your management system that makes the driver not willing to take orders. So disappointing.",1,1/14/2022 0:01
2521,beep boop,Bad service. I just want to login to my old account but the customer service seems to be clueless about the matter. Stumble upon more than 5 customer services yet no one is able to help me. Boo 👎👎👎,1,5/18/2021 1:04
2522,Bobby Kutti,Thanks for always increasing or adding more fee. And now somehow my location changed after daily order and it drives me crazy to take my food !! I guess that's it. I will spend all my gopay and uninstall !!,1,9/11/2020 12:45
2523,veitz gaming,"better this application got rolled back with the previous version, Gofood super partner is really a terrible idea when ppl got wrong to order some food that can't be canceled or change their product?",1,11/22/2020 6:35
2524,W I,"unnecessary notification such as promotion, asking for donation, and new feature are kinda annoying. please make it so that there's option to disable some notifications I deem unnecessary.",1,7/28/2020 1:33
2525,Desy Trilistyoati,"I already turned on my location, my internet connection was also good, but why is my location still not detected recently? I can't order anything because of that. Please fix this issue soon.",3,6/1/2021 23:58
2526,Chuajason Soonyong,"Wasting driver's time with alot of unnecessary thing to tick eg. After every booking we need to rate the app, driver's comments on pax,ratings, pickup distances and so many more",1,11/22/2021 23:12
2527,Anita Simarmata,"After install and re-install and again always EROR, TRY AGAIN, PLEASE CHECK YOUR INTERNET OR WIFI BLA BLA... i think another app there is no problem about my internet.. but only for this app.. oh my God",1,6/27/2021 4:02
2528,CY L,Gogek has poorly optimised app that hangs frequently and poor algorithms that assigns very far away drivers that takes over 20 mins to reach the pickup point.,1,1/8/2022 8:17
2529,Ampas Kopi,Withdrawing money from GOPAY to a bank account is complicated! Need an upgrade but it's hard to get verified! Please fix it! Don't make fake features !!,1,5/30/2020 11:59
2530,Senna Arya,"It slows down my phone even when i don't use it. The startup of the app also take forever, like i know you have everything in it but my god please your app is heavier than my mother. Uninstall soon 👋",1,10/23/2021 14:19
2531,Budi Hartono,"Make sure your transactions successful. If not, the help center gives you more headache after your GoPay deducted due to failed transaction & you claim for refund. Just answered message but no more helpful steps to have your own money refunded. Your help center is sucks!",3,2/2/2023 8:33
2532,FYST Tan,"I like Gojek services,every month got the discount voucher which is very convenient for me to go everywhere i want but of coz there's a certain timing will be much more expensive than other apps.Overall is good👍",5,6/11/2022 5:50
2533,Indah Novita,"After i updated it, it somehow got error and i couldn't do any order. I tried to uninstall before downloading it again, but now i can't log in to my account.",1,12/23/2021 17:24
2534,Edi Sasongko,"Becareful when you topup. Don't topup with bug amount. Gojek will allow you to ""mistakenly"" topup to wrong number even if the number doesn't exist. And the reason for them to not refunding the money is because the number is not active. So why they allow inactive number to have a GoPay account in the first place?? I wish gojek no luck in the future",1,5/14/2023 6:15
2535,Tan Lucy,"I am very dissapointed with Gojak cos my ride has been cancelled a few times.Normally they accept my ride then few minutes later driver cancel very frustrating.I hope you can look into this matter. If i could give it 0 stars, i would!",1,1/12/2023 6:02
2536,Romy Sudesta,"Please fix your tipping mechanism, i accidentally tipped the same driver 3 times which was meant for 3 different drivers. Also please put the names in the history so we know which one we already tipped.",4,7/10/2021 6:49
2537,Vio Nita,"poor customer service. i cant access the app for a week and twitter cs just did the probing, then dissapeared withlut giving assurance, let alone solution to my prob. i dont even know where to complain anymore since. very bad experience after 5 years using your services",1,11/6/2021 3:44
2538,A Google user,"The older one is better than this, I didn't know the vitur for play token is not available anymore, there was no notification for that so my all tokens that I've never been play is gone. Duh😒",3,3/11/2020 23:24
2539,Gamer dudedee,The booking system in jakarta airport makes passangers wait longer than before. The people who's in charge is also hectic with too many people wanna register for a car. Such a backwards...,1,6/17/2022 14:10
2540,guevaraa ernesto,"Please gojek, its been a year since this app doesnt support my joyui 12. It always request for enabling gps location, eventho my gps is always on and apps permission for location is granted while using app. Im using blackshark 1. Fix this..",2,5/22/2021 1:07
2541,Natasha Romanoff,"I can't cancel my order!!! The merchant confirmed my order, even though items i ordered were out of stock. So they replaced with other different items. Uninstall!!!",1,7/1/2021 17:11
2542,yubi,I don't know why sudenly my goclub level downgrade. I always use the apps and earn XP almost everyday. and It's happened twice. I will not use the apps again. bye,1,12/19/2022 3:44
2543,David Limanputra,The help menu is just inhumanely convoluted and does not cover all ranges of problem... the cherry on top is the lack of access to directly speak to a personnel about the problem...,1,10/10/2022 11:20
2544,Margaret Ang,"I wanted to change my rating for my driver but accidentally press 4 stars instead of 5 stars. to my great disappointment, there's no way to do it.",4,9/5/2020 6:32
2545,alisah 12001,The latest lay out version is annoying and confusing. You guys seems to enjoy changing the lay out A LOT. Now I can't even find my history,3,7/12/2020 12:07
2546,Neve Gems,Drivers are always driving away from pick up point. Although they are 3mins away they will drive to another town. They are mostly grab drivers that forgot to urn off gojek app. 30 mins and not 1 successful booking.,1,6/26/2020 9:58
2547,Ngo Phat,"The driver hold my food order for 45 minutes, he just drives around the maps. And now we cannot stack promos on gofood anymore, the promo gofood gives me is less than the resto promo, so it's wasted",1,3/13/2023 6:44
2548,Erry D.M,"The features of Go-Car, Go-Ride, Go-Food, Go-Shop, and Go-Send that I frequently use are all excellent. The intetface is very easy to use. Ut is simply great. 👍",5,11/10/2022 5:53
2549,Rudy Bagus,Even I have write my address and tag my location on maps ... your driver always moving arround to find my location .... Can not change the address that automatically appear in this apps ..,1,5/8/2020 13:20
2550,Weni Anitasari,"It's a nice app until I experienced crashing program after I top up my Gopay on June 7th , and it's so annoying. I can't open the app, not to mention use the Gopay. How can I get the refund ?",2,6/8/2022 6:54
2551,ahn nie,Like it!!! I can order more than one location at the same time for my family and friends within Indonesia. Gofood only need to have more... various food in other island/area as their compatitors 🙏,5,4/5/2022 8:43
2552,Kelvin Hendriyona,"Can't cancel accidental order. Such a suck application. How? I click the dish to see the total price to order later and accidentally click order button when I immediately click cancel, it can't be cancelled. Then I call the call center but always ""busy"".",5,2/8/2022 13:21
2553,Teddie Dian Patria,"Becareful when you upgrade to GoClub. The More XP Point you have. The Less Promo you Will find. No Delivery Promo, No Food Promo, No Voucher, No Subscription GoFood Plus, Pay as Expensive like a Sultan! I regret it so much.",1,11/2/2021 0:10
2554,ungabunga,"I havent been able to upgrade my gopay to plus thru several version of the app. I have barely any problem to upgrade on different payment app, so i think the problem is not my phone nor my card",3,11/25/2020 2:26
2555,James Handaja,"After I topped up my gopay account, it automatically selected gopay as payment method when ordering gocar. Therefore I changed it to cash. A week later, it reverted back to gopay. I didn't notice that, so I overpaid 100% on 2 instances.",1,2/17/2021 0:41
2556,Marina Raddin,"Good app for affordable transportation with lot of payment option! Especially if you are not local nor citizen, you still can use this app and pay cash to the driver, no scam guarantee!!",5,11/14/2022 3:18
2557,A Google user,"It has no control on the drivers. They will quote a higher rte than what is shown on the app and if you do not comply, the driver will cancel the order.",1,2/1/2020 3:31
2558,Tikah SAN,"Why is it getting worse? Before, when running the gojek feature always asked to log in with cellphone number and otp code, after an update when searching for places to eat in GoFood and found it, but instead returned to the searching page",2,8/5/2020 3:59
