Dominant_topic,Perc_Contrib,Topic_Keywords,Data_Lemmatized,Content,Aspect,Sentiment,Score
0,0.813,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'app', 'really', 'help', 'daily', 'routinethank', 'gojek', 'good', 'success']",good app really help daily routinethank gojek good success,User Experience,Positive,0.38
0,0.434,"good, app, service, great, gojek, use, easy, well, help, helpful","['still', 'unstable', 'phone', 'sometimes', 'fee', 'high']",still unstable phone sometimes fee high,User Experience,Positive,0.16
0,0.804,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'travel', 'town', 'cheap', 'prize']",good travel town cheap prize,User Experience,Positive,0.55
2,0.698,"gopay, crash, keep, top, update, work, still, account, close, fix","['sound', 'annoying', 'change', 'default', 'phone', 'notif', 'sound']",sound annoying change default phone notif sound,Payment,Positive,0.0
2,0.619,"gopay, crash, keep, top, update, work, still, account, close, fix","['fix', 'payment', 'redirection', 'use', 'inapp', 'payment', 'gopay', 'keep', 'redirect', 'gojek', 'play', 'store', 'page', 'instead', 'new']",fix payment redirection use inapp payment gopay keep redirect gojek play store page instead new,Payment,Positive,0.13636363636363635
1,0.629,"driver, get, order, bad, time, customer, always, cancel, star, find","['bad', 'customer', 'service', 'wait', 'hour', 'first', 'response', 'get', 'incomplete', 'food', 'order', 'reply', 'wait', 'hour', 'expect', 'replace', 'miss', 'food', 'refund', 'miss', 'food', 'less', 'price', 'instead', 'instantly', 'close', 'ticket', 'u', 'close', 'ticket', 'pls', 'ask', 'customer', 'prefer', 'miss', 'food', 'money', 'promise', 'lil', 'sister', 'food', 'come', 'trust', 'guy', 'end', 'disappoinment', 'shame']",bad customer service wait hour first response get incomplete food order reply wait hour expect replace miss food refund miss food less price instead instantly close ticket u close ticket pls ask customer prefer miss food money promise lil sister food come trust guy end disappoinment shame,Service,Negative,-0.15416666666666662
1,0.631,"driver, get, order, bad, time, customer, always, cancel, star, find","['choose', 'always', 'point', 'conbinience', 'store', 'far', 'home']",choose always point conbinience store far home,Service,Positive,0.1
1,0.496,"driver, get, order, bad, time, customer, always, cancel, star, find","['map', 'always', 'buggy', 'even', 'house', 'still', 'move', 'pin']",map always buggy even house still move pin,Service,Positive,0.0
0,0.522,"good, app, service, great, gojek, use, easy, well, help, helpful","['multiple', 'food', 'delivery', 'direct', 'delivery', 'order', 'option']",multiple food delivery direct delivery order option,User Experience,Positive,0.05
1,0.569,"driver, get, order, bad, time, customer, always, cancel, star, find","['always', 'problem', 'car', 'order', 'cancel']",always problem car order cancel,Service,Positive,0.0
0,0.529,"good, app, service, great, gojek, use, easy, well, help, helpful","['delete', 'promotion', 'order', 'end', 'use', 'app']",delete promotion order end use app,User Experience,Positive,0.0
0,0.535,"good, app, service, great, gojek, use, easy, well, help, helpful","['everyhe', 'overprice', 'espwcially', 'food', 'delivery', 'even', 'place', 'less', 'kilometer', 'house', 'delivery', 'tax', 'thing', 'packing', 'let', 'say', 'order', 'cheap', 'total', 'pay', 'delivery', 'packing', 'tax']",everyhe overprice espwcially food delivery even place less kilometer house delivery tax thing packing let say order cheap total pay delivery packing tax,User Experience,Positive,0.07777777777777779
1,0.631,"driver, get, order, bad, time, customer, always, cancel, star, find","['awesome', 'time', 'passenger', 'wait', 'quite', 'long', 'driver', 'arrive', 'destination']",awesome time passenger wait quite long driver arrive destination,Service,Positive,0.475
1,0.694,"driver, get, order, bad, time, customer, always, cancel, star, find","['get', 'worst', 'bad', 'take', 'long', 'time', 'actually', 'get', 'driver', 'nowadays', 'work']",get worst bad take long time actually get driver nowadays work,Service,Negative,-0.43749999999999994
0,0.583,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'paylater', 'pay', 'overdue', 'update', 'last', 'version', 'need', 'help']",use paylater pay overdue update last version need help,User Experience,Positive,0.0
0,0.684,"good, app, service, great, gojek, use, easy, well, help, helpful","['price', 'food', 'send', 'alot', 'cheap']",price food send alot cheap,User Experience,Positive,0.4
0,0.516,"good, app, service, great, gojek, use, easy, well, help, helpful","['login', 'work', 'canoot', 'use', 'anymore']",login work canoot use anymore,User Experience,Positive,0.0
0,0.66,"good, app, service, great, gojek, use, easy, well, help, helpful","['auto', 'promo', 'discount', 'good', 'quick', 'response']",auto promo discount good quick response,User Experience,Positive,0.5166666666666666
1,0.488,"driver, get, order, bad, time, customer, always, cancel, star, find","['good', 'alternative', 'private', 'hire', 'sometimes', 'give', 'grab', 'run', 'money']",good alternative private hire sometimes give grab run money,Service,Positive,0.35
0,0.855,"good, app, service, great, gojek, use, easy, well, help, helpful","['amazing', 'experience', 'use', 'gojek', 'application', 'simple', 'easy']",amazing experience use gojek application simple easy,User Experience,Positive,0.3444444444444445
1,0.367,"driver, get, order, bad, time, customer, always, cancel, star, find","['bother', 'advertising', 'let', 'people', 'read', 'possibly', 'review', 'account', 'suspicious', 'intend', 'harvest', 'customer', 'private', 'info', 'free']",bother advertising let people read possibly review account suspicious intend harvest customer private info free,Service,Positive,0.13333333333333333
0,0.62,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'app', 'help', 'people', 'order', 'food', 'ride']",good app help people order food ride,User Experience,Positive,0.7
1,0.414,"driver, get, order, bad, time, customer, always, cancel, star, find","['want', 'checkout', 'click', 'select', 'payment', 'show', 'activate', 'gopaylater']",want checkout click select payment show activate gopaylater,Service,Positive,0.0
1,0.59,"driver, get, order, bad, time, customer, always, cancel, star, find","['cs', 'response', 'unhelpful', 'many', 'driver', 'easily', 'fraud']",cs response unhelpful many driver easily fraud,Service,Positive,0.4666666666666667
0,0.81,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'grab', 'good', 'equal', 'term']",good grab good equal term,User Experience,Positive,0.4666666666666666
2,0.606,"gopay, crash, keep, top, update, work, still, account, close, fix","['file', 'complaint', 'spam', 'advertising', 'youtube', 'guy', 'much', 'freak', 'annoying', 'ad', 'back', 'burn', 'forest']",file complaint spam advertising youtube guy much freak annoying ad back burn forest,Payment,Negative,-0.225
1,0.433,"driver, get, order, bad, time, customer, always, cancel, star, find","['help', 'ticket', 'solvation', 'end', 'ask', 'photo', 'hour', 'report']",help ticket solvation end ask photo hour report,Service,Positive,0.0
2,0.586,"gopay, crash, keep, top, update, work, still, account, close, fix","['solve', 'even', 'use', 'gopay', 'account', 'make', 'transaction', 'account', 'use', 'upgrade', 'gopay']",solve even use gopay account make transaction account use upgrade gopay,Payment,Positive,0.0
0,0.517,"good, app, service, great, gojek, use, easy, well, help, helpful","['bad', 'user', 'interface', 'make', 'confuse', 'search']",bad user interface make confuse search,User Experience,Negative,-0.6999999999999998
2,0.483,"gopay, crash, keep, top, update, work, still, account, close, fix","['update', 'app', 'already', 'try', 'many', 'time', 'still', 'update']",update app already try many time still update,Payment,Positive,0.5
0,0.803,"good, app, service, great, gojek, use, easy, well, help, helpful","['cheap', 'cheap', 'compare', 'service']",cheap cheap compare service,User Experience,Positive,0.4
0,0.66,"good, app, service, great, gojek, use, easy, well, help, helpful","['application', 'time', 'hepful', 'easy', 'fast', 'stop', 'service', 'application']",application time hepful easy fast stop service application,User Experience,Positive,0.31666666666666665
1,0.626,"driver, get, order, bad, time, customer, always, cancel, star, find","['ghost', 'app', 'order', 'take', 'place', 'enter', 'order', 'button']",ghost app order take place enter order button,Service,Positive,0.0
1,0.633,"driver, get, order, bad, time, customer, always, cancel, star, find","['many', 'driver', 'complain', 'delivery', 'distance', 'order', 'always', 'cancel']",many driver complain delivery distance order always cancel,Service,Positive,0.5
2,0.469,"gopay, crash, keep, top, update, work, still, account, close, fix","['install', 'app', 'phone', 'already', 'try', 'time', 'result']",install app phone already try time result,Payment,Positive,0.0
0,0.672,"good, app, service, great, gojek, use, easy, well, help, helpful","['reliable', 'super', 'app', 'available']",reliable super app available,User Experience,Positive,0.3666666666666667
2,0.607,"gopay, crash, keep, top, update, work, still, account, close, fix","['loading', 'page', 'fix', 'immediately']",loading page fix immediately,Payment,Positive,0.0
1,0.615,"driver, get, order, bad, time, customer, always, cancel, star, find","['happy', 'driver', 'rest', 'order', 'pick', 'time']",happy driver rest order pick time,Service,Positive,0.8
0,0.859,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'app', 'easy', 'use', 'good', 'user', 'interface']",good app easy use good user interface,User Experience,Positive,0.611111111111111
1,0.829,"driver, get, order, bad, time, customer, always, cancel, star, find","['book', 'ride', 'min', 'take', 'min', 'find', 'driver', 'driver', 'min', 'away', 'wait', 'min', 'driver', 'state', 'min', 'away', 'go', 'run', 'late', 'cancel', 'ride', 'charge', 'driver', 'appreciation', 'straight', 'scam', 'driver', 'accept', 'ride', 'loiter', 'get', 'easy', 'actually', 'drive', 'drop', 'ball', 'policy', 'encourage', 'practice', 'ill', 'pay', 'grab', 'comfort', 'peace', 'mind']",book ride min take min find driver driver min away wait min driver state min away go run late cancel ride charge driver appreciation straight scam driver accept ride loiter get easy actually drive drop ball policy encourage practice ill pay grab comfort peace mind,Service,Negative,-0.033333333333333326
1,0.513,"driver, get, order, bad, time, customer, always, cancel, star, find","['driver', 'reject', 'order', 'time', 'useless', 'app']",driver reject order time useless app,Service,Negative,-0.5
0,0.665,"good, app, service, great, gojek, use, easy, well, help, helpful","['cs', 'responsive', 'helpful', 'thank']",cs responsive helpful thank,User Experience,Positive,0.0
1,0.622,"driver, get, order, bad, time, customer, always, cancel, star, find","['cancel', 'order', 'customer', 'wrong', 'edit', 'order']",cancel order customer wrong edit order,Service,Negative,-0.5
2,0.366,"gopay, crash, keep, top, update, work, still, account, close, fix","['update', 'icon', 'lose', 'aesthetic']",update icon lose aesthetic,Payment,Positive,0.0
1,0.398,"driver, get, order, bad, time, customer, always, cancel, star, find","['love', 'keep', 'get', 'bestt', 'driver', 'hope', 'move', 'forward', 'keep']",love keep get bestt driver hope move forward keep,Service,Positive,0.5
0,0.498,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'super', 'bad', 'rumour', 'ceo', 'meddle', 'dev']",good super bad rumour ceo meddle dev,User Experience,Positive,0.11111111111111112
0,0.639,"good, app, service, great, gojek, use, easy, well, help, helpful","['gojek', 'driver', 'relax', 'friendly', 'skillful', 'safe', 'road', 'reliable']",gojek driver relax friendly skillful safe road reliable,User Experience,Positive,0.4375
0,0.634,"good, app, service, great, gojek, use, easy, well, help, helpful","['helpful', 'find', 'resto', 'need', 'pay', 'bill']",helpful find resto need pay bill,User Experience,Positive,0.0
1,0.595,"driver, get, order, bad, time, customer, always, cancel, star, find","['book', 'trip', 'driver', 'reply', 'far', 'reach', 'place', 'request', 'cancel', 'receive', 'bolt', 'message', 'gojek', 'suspend', 'many', 'cancel', 'ahead', 'suspension', 'always', 'grab', 'app', 'use']",book trip driver reply far reach place request cancel receive bolt message gojek suspend many cancel ahead suspension always grab app use,Service,Positive,0.3
0,0.472,"good, app, service, great, gojek, use, easy, well, help, helpful","['easy', 'find', 'taxis', 'driver', 'friendly', 'also']",easy find taxis driver friendly also,User Experience,Positive,0.4041666666666667
2,0.562,"gopay, crash, keep, top, update, work, still, account, close, fix","['fix', 'bug', 'gomart', 'app', 'even', 'removechange', 'detail', 'order', 'annoy']",fix bug gomart app even removechange detail order annoy,Payment,Positive,0.0
0,0.405,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'keep', 'loading', 'time']",use keep loading time,User Experience,Positive,0.0
0,0.477,"good, app, service, great, gojek, use, easy, well, help, helpful","['login', 'event', 'app']",login event app,User Experience,Positive,0.0
2,0.338,"gopay, crash, keep, top, update, work, still, account, close, fix","['verification', 'methode', 'long', 'frustrate', 'sorry', 'uninstalled', 'app']",verification methode long frustrate sorry uninstalled app,Payment,Negative,-0.275
0,0.574,"good, app, service, great, gojek, use, easy, well, help, helpful","['application', 'run', 'well', 'order', 'transportion', 'food', 'wish']",application run well order transportion food wish,User Experience,Positive,0.0
2,0.652,"gopay, crash, keep, top, update, work, still, account, close, fix","['disable', 'annoying', 'push', 'ad', 'notification']",disable annoying push ad notification,Payment,Negative,-0.8
0,0.546,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'year', 'currently', 'app', 'open', 'disappointed']",use year currently app open disappointed,User Experience,Negative,-0.25
2,0.419,"gopay, crash, keep, top, update, work, still, account, close, fix","['link', 'paypal', 'always', 'return', 'error']",link paypal always return error,Payment,Positive,0.0
0,0.569,"good, app, service, great, gojek, use, easy, well, help, helpful","['helpful', 'always', 'standby', 'time', 'thank', 'gojek']",helpful always standby time thank gojek,User Experience,Positive,0.0
0,0.601,"good, app, service, great, gojek, use, easy, well, help, helpful","['openlogin', 'app', 'update', 'help']",openlogin app update help,User Experience,Positive,0.0
2,0.425,"gopay, crash, keep, top, update, work, still, account, close, fix","['fix', 'track', 'implement', 'call', 'support', 'function']",fix track implement call support function,Payment,Positive,0.0
1,0.543,"driver, get, order, bad, time, customer, always, cancel, star, find","['customer', 'service', 'worst', 'ever', 'come', 'driver', 'super', 'rude', 'racist', 'customer', 'service', 'team', 'get', 'pay', 'say', 'sorry', 'reply', 'attempt', 'service', 'recovery', 'really', 'bad', 'ride', 'hail']",customer service worst ever come driver super rude racist customer service team get pay say sorry reply attempt service recovery really bad ride hail,Service,Negative,-0.4333333333333333
2,0.64,"gopay, crash, keep, top, update, work, still, account, close, fix","['suddenly', 'keep', 'crash', 'buffering', 'transaction']",suddenly keep crash buffering transaction,Payment,Positive,0.0
0,0.653,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'forst', 'pandemic', 'fee', 'idr', 'tax', 'actually', 'expensive', 'buy', 'smthing', 'suppose', 'tp']",good forst pandemic fee idr tax actually expensive buy smthing suppose tp,User Experience,Positive,0.09999999999999998
0,0.826,"good, app, service, great, gojek, use, easy, well, help, helpful","['useful', 'app', 'easy', 'use', 'friendly']",useful app easy use friendly,User Experience,Positive,0.36944444444444446
0,0.669,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'app', 'good', 'customer', 'service', 'good', 'driver']",good app good customer service good driver,User Experience,Positive,0.6999999999999998
0,0.705,"good, app, service, great, gojek, use, easy, well, help, helpful","['price', 'high', 'sometimes', 'user', 'friendly']",price high sometimes user friendly,User Experience,Positive,0.2675
0,0.664,"good, app, service, great, gojek, use, easy, well, help, helpful","['quite', 'sceptical', 'first', 'instal', 'app', 'handy', 'use', 'become', 'use', 'app', 'lately']",quite sceptical first instal app handy use become use app lately,User Experience,Positive,0.18333333333333335
0,0.73,"good, app, service, great, gojek, use, easy, well, help, helpful","['helpful', 'app', 'vacation']",helpful app vacation,User Experience,Positive,0.0
0,0.757,"good, app, service, great, gojek, use, easy, well, help, helpful","['excellent', 'honest', 'secure']",excellent honest secure,User Experience,Positive,0.6666666666666666
2,0.481,"gopay, crash, keep, top, update, work, still, account, close, fix","['dear', 'gojek', 'stop', 'spamme', 'contact', 'list', 'list', 'driver', 'phone', 'number', 'goddamn', 'annoying']",dear gojek stop spamme contact list list driver phone number goddamn annoying,Payment,Negative,-0.8
2,0.379,"gopay, crash, keep, top, update, work, still, account, close, fix","['allow', 'browsing', 'create', 'account', 'sign', 'first']",allow browsing create account sign first,Payment,Positive,0.25
1,0.649,"driver, get, order, bad, time, customer, always, cancel, star, find","['time', 'wait', 'cancel', 'bad']",time wait cancel bad,Service,Negative,-0.6999999999999998
2,0.553,"gopay, crash, keep, top, update, work, still, account, close, fix","['open', 'app', 'always', 'blank', 'screen', 'update']",open app always blank screen update,Payment,Positive,0.0
1,0.532,"driver, get, order, bad, time, customer, always, cancel, star, find","['cancel', 'food', 'order', 'request', 'double', 'pay', 'driver', 'saya', 'pake', 'skrg']",cancel food order request double pay driver saya pake skrg,Service,Positive,0.0
0,0.492,"good, app, service, great, gojek, use, easy, well, help, helpful","['application', 'slowly', 'bad', 'costumer', 'message', 'bad', 'application']",application slowly bad costumer message bad application,User Experience,Negative,-0.6999999999999998
1,0.442,"driver, get, order, bad, time, customer, always, cancel, star, find","['inconvenient', 'lose', 'lot', 'money', 'bad', 'service', 'uninstalle']",inconvenient lose lot money bad service uninstalle,Service,Negative,-0.6499999999999999
1,0.672,"driver, get, order, bad, time, customer, always, cancel, star, find","['driver', 'keep', 'cancel', 'order', 'reason', 'high', 'deduction', 'want', 'consider', 'reduce', 'deduction']",driver keep cancel order reason high deduction want consider reduce deduction,Service,Positive,0.16
2,0.395,"gopay, crash, keep, top, update, work, still, account, close, fix","['fix', 'bug', 'click', 'pay', 'always', 'get', 'crash']",fix bug click pay always get crash,Payment,Positive,0.0
0,0.803,"good, app, service, great, gojek, use, easy, well, help, helpful","['fast', 'convenient', 'reasonable', 'price']",fast convenient reasonable price,User Experience,Positive,0.2
0,0.799,"good, app, service, great, gojek, use, easy, well, help, helpful","['simple', 'super', 'useful', 'country']",simple super useful country,User Experience,Positive,0.2111111111111111
1,0.588,"driver, get, order, bad, time, customer, always, cancel, star, find","['couple', 'arrive', 'eithet', 'time', 'destination', 'n', 'cancel', 'ask', 'pay', 'ridiculous', 'cunning', 'job']",couple arrive eithet time destination n cancel ask pay ridiculous cunning job,Service,Negative,-0.16666666666666666
0,0.803,"good, app, service, great, gojek, use, easy, well, help, helpful","['nice', 'app', 'good', 'feature']",nice app good feature,User Experience,Positive,0.6499999999999999
2,0.447,"gopay, crash, keep, top, update, work, still, account, close, fix","['edit', 'good', 'issue', 'investasi', 'selling', 'mechanism', 'transfer', 'selling', 'result', 'right', 'away', 'balance']",edit good issue investasi selling mechanism transfer selling result right away balance,Payment,Positive,0.4928571428571428
1,0.531,"driver, get, order, bad, time, customer, always, cancel, star, find","['map', 'choice', 'pick', 'restrict', 'precise']",map choice pick restrict precise,Service,Positive,0.4
1,0.641,"driver, get, order, bad, time, customer, always, cancel, star, find","['spend', 'minute', 'wait', 'instant', 'gocar', 'soekarno', 'already', 'wait', 'list', 'take', 'long', 'total', 'opposite', 'instant']",spend minute wait instant gocar soekarno already wait list take long total opposite instant,Service,Negative,-0.01
0,0.538,"good, app, service, great, gojek, use, easy, well, help, helpful","['nice', 'bad', 'confuse', 'user']",nice bad confuse user,User Experience,Negative,-0.04999999999999993
2,0.57,"gopay, crash, keep, top, update, work, still, account, close, fix","['full', 'bug', 'always', 'lag']",full bug always lag,Payment,Positive,0.35
0,0.666,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'double', 'promo', 'use', 'get', 'voucher', 'use', 'store', 'already', 'promo']",use double promo use get voucher use store already promo,User Experience,Positive,0.0
0,0.649,"good, app, service, great, gojek, use, easy, well, help, helpful","['helpful', 'gofood', 'service', 'good', 'time']",helpful gofood service good time,User Experience,Positive,0.7
1,0.53,"driver, get, order, bad, time, customer, always, cancel, star, find","['use', 'ride', 'keep', 'tell', 'load', 'order', 'scamme', 'money', 'even', 'customer', 'service']",use ride keep tell load order scamme money even customer service,Service,Positive,0.0
1,0.61,"driver, get, order, bad, time, customer, always, cancel, star, find","['delivery', 'pain', 'always', 'late', 'driver', 'keep', 'ask', 'stuff', 'buyer', 'even', 'control', 'shop', 'location', 'buyer', 'suppose', 'know']",delivery pain always late driver keep ask stuff buyer even control shop location buyer suppose know,Service,Negative,-0.3
1,0.45,"driver, get, order, bad, time, customer, always, cancel, star, find","['always', 'hang', 'e', 'map', 'part', 'choose', 'destination']",always hang e map part choose destination,Service,Positive,0.0
0,0.553,"good, app, service, great, gojek, use, easy, well, help, helpful","['adapt', 'ur', 'app', 'good', 'app', 'need', 'tell', 'check', 'history', 'order', 'thank', 'much']",adapt ur app good app need tell check history order thank much,User Experience,Positive,0.44999999999999996
1,0.504,"driver, get, order, bad, time, customer, always, cancel, star, find","['need', 'ride', 'food', 'ready', 'touch', 'goride', 'an', 'gofood', 'easily', 'life']",need ride food ready touch goride an gofood easily life,Service,Positive,0.31666666666666665
0,0.379,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'app', 'month', 'suddenly', 'block', 'use', 'gopay', 'account', 'say', 'suspicious', 'activity', 'require', 'upload', 'card', 'excuse', 'new', 'term', 'condition', 'use', 'pathethic', 'app', 'anymore', 'make', 'sure', 'other', 'know', 'method', 'lose', 'think', 'get', 'customer', 'rate', 'mark', 'word']",use app month suddenly block use gopay account say suspicious activity require upload card excuse new term condition use pathethic app anymore make sure other know method lose think get customer rate mark word,User Experience,Positive,0.09227272727272726
2,0.412,"gopay, crash, keep, top, update, work, still, account, close, fix","['instal', 'always', 'dependableplease', 'raise', 'fare']",instal always dependableplease raise fare,Payment,Positive,0.0
2,0.599,"gopay, crash, keep, top, update, work, still, account, close, fix","['want', 'set', 'pin', 'google', 'set', 'gopay', 'say', 'pafs', 'menu', 'assist', 'many', 'interface', 'confuse']",want set pin google set gopay say pafs menu assist many interface confuse,Payment,Positive,0.5
1,0.633,"driver, get, order, bad, time, customer, always, cancel, star, find","['choose', 'driver', 'preference', 'food', 'merchant', 'driver', 'draw', 'straight', 'line', 'agung', 'kilometer', 'mean', 'driver', 'need', 'impossible']",choose driver preference food merchant driver draw straight line agung kilometer mean driver need impossible,Service,Negative,-0.2597222222222222
0,0.63,"good, app, service, great, gojek, use, easy, well, help, helpful","['expensive', 'extra', 'cost', 'food', 'extra', 'cost', 'service', 'charge', 'also', 'pay', 'delivery', 'cost', 'tip']",expensive extra cost food extra cost service charge also pay delivery cost tip,User Experience,Negative,-0.16666666666666666
0,0.829,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'app', 'need', 'improvement', 'stability', 'feature']",good app need improvement stability feature,User Experience,Positive,0.7
0,0.803,"good, app, service, great, gojek, use, easy, well, help, helpful","['good', 'price', 'service', 'use']",good price service use,User Experience,Positive,0.7
1,0.696,"driver, get, order, bad, time, customer, always, cancel, star, find","['dissapointe', 'intercity', 'gosend', 'cancel', 'time', 'inform']",dissapointe intercity gosend cancel time inform,Service,Positive,0.0
0,0.769,"good, app, service, great, gojek, use, easy, well, help, helpful","['nice', 'helpful', 'app', 'fast', 'transportation', 'item', 'delivery']",nice helpful app fast transportation item delivery,User Experience,Positive,0.4
1,0.432,"driver, get, order, bad, time, customer, always, cancel, star, find","['take', 'foto', 'goplus', 'always', 'blurry', 'camera', 'phone', 'ok', 'system', 'blurry']",take foto goplus always blurry camera phone ok system blurry,Service,Positive,0.5
0,0.637,"good, app, service, great, gojek, use, easy, well, help, helpful","['need', 'option', 'customer', 'create', 'store', 'quick', 'text', 'driver']",need option customer create store quick text driver,User Experience,Positive,0.3333333333333333
0,0.459,"good, app, service, great, gojek, use, easy, well, help, helpful","['cancel', 'food', 'app', 'press']",cancel food app press,User Experience,Positive,0.0
2,0.627,"gopay, crash, keep, top, update, work, still, account, close, fix","['delete', 'history', 'order', 'clear', 'cache', 'datum', 'work']",delete history order clear cache datum work,Payment,Positive,0.10000000000000002
2,0.549,"gopay, crash, keep, top, update, work, still, account, close, fix","['keep', 'load', 'phone', 'resart', 'phone', 'everytime', 'want', 'app']",keep load phone resart phone everytime want app,Payment,Positive,0.0
0,0.709,"good, app, service, great, gojek, use, easy, well, help, helpful","['great', 'app', 'many', 'deal', 'month']",great app many deal month,User Experience,Positive,0.65
0,0.732,"good, app, service, great, gojek, use, easy, well, help, helpful","['bunch', 'promotion', 'food', 'lack', 'quality', 'really', 'disappointed']",bunch promotion food lack quality really disappointed,User Experience,Negative,-0.75
1,0.825,"driver, get, order, bad, time, customer, always, cancel, star, find","['wait', 'time', 'charge', 'extra', 'come', 'late', 'driver', 'come', 'late', 'book', 'cause', 'urgent', 'take', 'sweet', 'time', 'arrive', 'even', 'traffic']",wait time charge extra come late driver come late book cause urgent take sweet time arrive even traffic,Service,Negative,-0.0625
0,0.693,"good, app, service, great, gojek, use, easy, well, help, helpful","['gojek', 'service', 'good', 'stop', 'use', 'cost', 'charge', 'expensive', 'instead', 'l', 'use', 'transport', 'service', 'grab', 'cost', 'rate', 'much', 'cheap', 'gojek', 'hope', 'engage', 'able', 'review', 'cost', 'charge', 'past', 'service', 'gojek', 'provide']",gojek service good stop use cost charge expensive instead l use transport service grab cost rate much cheap gojek hope engage able review cost charge past service gojek provide,User Experience,Positive,0.17
0,0.669,"good, app, service, great, gojek, use, easy, well, help, helpful","['love', 'work', 'great', 'car', 'booking', 'fee', 'much', 'cheap', 'grab', 'app']",love work great car booking fee much cheap grab app,User Experience,Positive,0.5666666666666668
2,0.588,"gopay, crash, keep, top, update, work, still, account, close, fix","['stupid', 'update', 'crash', 'time', 'try', 'open']",stupid update crash time try open,Payment,Negative,-0.39999999999999997
0,0.724,"good, app, service, great, gojek, use, easy, well, help, helpful","['easy', 'use', 'good', 'timing', 'good', 'driver']",easy use good timing good driver,User Experience,Positive,0.611111111111111
2,0.428,"gopay, crash, keep, top, update, work, still, account, close, fix","['stick', 'map', 'nt', 'load']",stick map nt load,Payment,Positive,0.0
1,0.473,"driver, get, order, bad, time, customer, always, cancel, star, find","['time', 'run', 'technical', 'issue', 'waste', 'time', 'much']",time run technical issue waste time much,Service,Positive,0.0
0,0.555,"good, app, service, great, gojek, use, easy, well, help, helpful","['help', 'find', 'food', 'food', 'home', 'thank', 'service']",help find food food home thank service,User Experience,Positive,0.0
0,0.569,"good, app, service, great, gojek, use, easy, well, help, helpful","['yet', 'problem', 'use', 'fave', 'gofood', 'discount']",yet problem use fave gofood discount,User Experience,Positive,0.0
0,0.803,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'simple', 'application', 'thank']",use simple application thank,User Experience,Positive,0.0
0,0.351,"good, app, service, great, gojek, use, easy, well, help, helpful","['even', 'change', 'payment', 'method', 'promo', 'get', 'move', 'app']",even change payment method promo get move app,User Experience,Positive,0.0
2,0.424,"gopay, crash, keep, top, update, work, still, account, close, fix","['always', 'crash', 'open', 'app']",always crash open app,Payment,Positive,0.0
0,0.545,"good, app, service, great, gojek, use, easy, well, help, helpful","['know', 'grab', 'still', 'surf', 'learn', 'feature', 'grab', 'give', 'star', 'app']",know grab still surf learn feature grab give star app,User Experience,Positive,0.0
1,0.483,"driver, get, order, bad, time, customer, always, cancel, star, find","['far', 'gojek', 'price', 'go', 'take', 'gojek', 'long', 'time', 'voucher', 'discount', 'price', 'still', 'expensive', 'company', 'even', 'get', 'discount', 'funny', 'right', 'reply', 'try', 'good']",far gojek price go take gojek long time voucher discount price still expensive company even get discount funny right reply try good,Service,Positive,0.13095238095238093
1,0.401,"driver, get, order, bad, time, customer, always, cancel, star, find","['update', 'application', 'always', 'error', 'everytime', 'want', 'give', 'driver']",update application always error everytime want give driver,Service,Positive,0.0
1,0.675,"driver, get, order, bad, time, customer, always, cancel, star, find","['search', 'food', 'show', 'restaurant', 'list']",search food show restaurant list,Service,Positive,0.0
0,0.466,"good, app, service, great, gojek, use, easy, well, help, helpful","['trash', 'app', 'log', 'apparent', 'reason', 'cause', 'alot', 'issue']",trash app log apparent reason cause alot issue,User Experience,Positive,0.05
0,0.537,"good, app, service, great, gojek, use, easy, well, help, helpful","['open', 'help', 'chat', 'cs', 'feature', 'standard', 'app']",open help chat cs feature standard app,User Experience,Positive,0.0
0,0.67,"good, app, service, great, gojek, use, easy, well, help, helpful","['love', 'service', 'excellent', 'keep']",love service excellent keep,User Experience,Positive,0.75
0,0.41,"good, app, service, great, gojek, use, easy, well, help, helpful","['bring', 'back', 'thank', 'quick', 'reply', 'driver', 'conversation']",bring back thank quick reply driver conversation,User Experience,Positive,0.16666666666666666
1,0.492,"driver, get, order, bad, time, customer, always, cancel, star, find","['driver', 'friendly', 'patience', 'wait', 'driver']",driver friendly patience wait driver,Service,Positive,0.375
2,0.366,"gopay, crash, keep, top, update, work, still, account, close, fix","['thing', 'retrieve', 'lose', 'item', 'cs', 'alwaaaaaaaaaay', 'busy']",thing retrieve lose item cs alwaaaaaaaaaay busy,Payment,Positive,0.1
